text,outcome
A video recorded at an empty HolbÃ¦k Hospital shows that the coronavirus is a conspiracy because there are no COVID-19 patients.,fake
Queen Elizabeth IIâ€™s speech to the British people on 5 April was actually recorded a month earlier on 5 March.,fake
Social network users suggest that the â€œMuy interesanteâ€ magazine predicted the coronavirus.,fake
A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.,fake
A video shows how the coronavirus is transmitted between people,fake
American fast-food chain Hardee’s is advising truckers to walk up to drive-thrus during coronavirus pandemic.,fake
Series of WhatsApp chains offering sums of money â€œfrom the national government and the WHOâ€ and food packages from Walmart. All of them shared Google forms to sign up.,fake
The citizens can deny mandatory vaccination if they ask a specific set of questions to their doctor. Also every vaccine contains MRC-5 cells from aborted fetuses.,fake
BJP leader shares fake ads of Japanese novelist saying COVID-19 is man-made,fake
"A year ago, 14-year-old astrologer Abhigyan Anand had made a prediction about thecoronavirus.",fake
"“How to prevent the coronavirus: Drink fennel tea twice a day. Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”.",fake
Photo of the “crying president of Italy” with a caption stating Italy was not prepared to deal with the coronavirus outbreak despite having adequate health facilities.,fake
Worldwide research shows that hydroxychloroquine is the most effective drug against COVID-19.,fake
"Trump’s Bizarre Claims: ‘Disinfectant, Sunlight Can Kill COVID-19’",fake
Morocco is the safest country to avoid the coronavirus outbreak.,fake
A Rohingya Muslim believes that the thermal scanner for testing COVID-19 is a gun that is being pulled at him.,fake
The SLPP (Ruling Party in Sri Lanka) symbol has been used in Sathosa (State owned retail chain) spice packaging as part of political campaign during relief distribution amid COVID-19.,fake
False: South African President Asked Foreigners To Leave The Country,fake
UK nurse gives recommendations for treating coronavirus.,fake
Decreeing the state of alarm because of Covid until June 30 would extend it throughout the summer.,fake
New cases of coronavirus in Madrid are linked to two universities and a club.,fake
COVID-19 came to the United States in 2019.,fake
"A news article claims 30% of Ukrainian patients who participated in an American COVID-19 vaccine trial died. The test took place in the area of Lugansk, an Ukrainian separatist region",fake
An image of a purported CNN broadcast shared thousands of times in multiple social media posts claims Nigeriaâ€™s President Muhammadu Buhari and his chief of staff Abba Kyari tested positive for the novel coronavirus.,fake
Chinese government is killing people who refuse to be evacuated.,fake
"“17 at 6:00 am, the state of emergency begins throughout the national territory” in accordance with “article 116 of the Constitution”, in Colombia.",fake
"An image that claims that an alleged therapy called biomagnetism is capable can wipe out â€œall kinds of viruses, bacteria, fungi and parasitesâ€, including the coronavirus â€œquickly and effectively.â€",fake
"A video has been viewed more than one million times in multiple posts on Facebook, Twitter, YouTube and TikTok which claim it shows people in Italy chanting â€œAllahu Akbarâ€ and seeking â€œhelp from Allahâ€ during the coronavirus pandemic .",fake
A woman killed her three children and committed suicide because of the problems she faced amidst the lockdown in India.,fake
People rioting on the streets of London due to economic crisis in the wake of coronavirus outbreak.,fake
"10,000 people have died because of coronavirus in Wuhan.",fake
WHO warns against NSAIDs Analgetics for COVID-19 patients.,fake
A graphic has been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim that it contains a quote from Britainâ€™s Queen Elizabeth in which she praises Philippine President Rodrigo Duterte for his efforts to curb the novel coronavirus pandemic. The posts allege that the queen made the remarks during her televised speech on 4/6/20.,fake
"Spreading coronavirus is the interest of the USA, because American laboratories are operating not only around Russia but in the surroundings of Asian countries and in Georgia (Lugar lab).",fake
Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.,fake
Pandemics occur every 100 years. It is called a new world order. They reduce the world population.,fake
"The WHO alerted about a new outbreak of â€œNipahâ€ virus, which is more lethal than the novel coronavirus.",fake
Pope Francis kissed the feet of â€œblack peopleâ€ and asked forgiveness during the novel coronavirus scare.,fake
"A video shows Zimbabwean police beating people gathered at a church service, who were in defiance of the ban on public gatherings during the COVID-19 pandemic.",fake
Viral Clip of Mayhem Outside Delhi Liquor Store – It is From Feb,fake
Claim that Secretary of Education Betsy DeVos said â€˜onlyâ€™ .02% of kids are likely to die when they go back to school during the pandemic.,fake
"Leonardo Da Vinci Hospital, a COVID-19 reference hospital in Fortaleza, Brazil, is empty. A video â€œprovesâ€ there was no one at the areas open to the public.",fake
Malaysians are eating soap as a way to cure COVID-19.,fake
Text claims that â€œtwo epidemiologists from the Institute of Public Health of the Republic of North Macedonia tested positive for coronavirus.â€,fake
The new app to track infections in Germany (Corona Warn-App) is using your personal data and contacts on your smartphone in order to track and identify people.,fake
"An audio that denounces the falsification of death certificates at the Hospital de ClÃ­nicas (CABA, Argentina) to increase deaths from coronavirus.",fake
An image claiming that Vladimir Putin said that the United States created coronavirus as a biological weapon.,fake
Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,fake
It is false that this Wednesday a curfew is in effect for 14 days in Costa Rica.,fake
Cristiano Ronaldo turned his hotels into hospitals.,fake
"The number of deaths from respiratory illnesses in Ireland this year is comparable to previous years, and COVID-19 is not causing any more deaths than would usually be happening",fake
The opening ceremony of the London 2012 Olympics announced that the new coronavirus was coming.,fake
"STF, Brazil’s Supreme Court, forbade military hospitals to treat civilian COVID-19 patients. Five political parties opposed to Bolsonaro made the request.",fake
"First death from coronavirus in Barranquilla, Columbia.",fake
"Going near a fire or stove after applying hand sanitizers, causes more fire as it contains alcohol.",fake
COVID-19 can be killed over 37 degrees Celsius.,fake
The Minister of Health in Colombia has confirmed that hospitals and clinics have a â€œmacabre businessâ€.,fake
The Spanish presidentâ€™s wife and daughter went to Cuenca to quarantine.,fake
"Former Brazilian Minister of Health, Luiz Henrique Mandetta, appointed Tamiflu for patients with COVID-19, which would increase mortality by 50%",fake
"“Coronavirus in China: more than 30 million quarantined, 2.8 million infected; 112,000 dead! People falling on the streets and trains! Supermarkets without food!”",fake
Poland stands up against compulsory vaccination.,fake
The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,fake
A video in which a man cuts his neck on the street.,fake
Kenyan President Uhuru gives artists Sh 2 billion as a cushion due to COVID-19 job losses.,fake
